time_sec, lat_deg, lon_deg, speed_mps, heading_deg, pitch_deg, roll_deg, gps_hdg, imu_hdg, imu_hdg_error, imu_hdg_bias, gpsFixQual, numSat
323.60, 39.31338882446, -77.03684997559, 8.01, 47.28, -3.13, -1.00, 46.83, 60.32, -13.39, -13.04, SPS, 10
323.80, 39.31340026855, -77.03683471680, 7.70, 46.94, -3.25, -1.13, 47.07, 60.32, -13.50, -13.38, SPS, 10
324.00, 39.31340408325, -77.03682708740, 7.49, 47.46, -3.25, -1.19, 48.45, 60.44, -12.65, -12.98, SPS, 10
324.21, 39.31341171265, -77.03681182861, 7.12, 48.80, -3.25, -0.88, 48.80, 60.94, -11.79, -12.14, SPS, 10
324.41, 39.31341934204, -77.03679656982, 6.78, 49.89, -3.25, -0.69, 49.66, 62.01, -12.08, -12.11, SPS, 10
324.62, 39.31342315674, -77.03678894043, 6.48, 51.20, -3.50, -0.31, 51.20, 63.51, -12.37, -12.30, SPS, 10
324.77, 39.31343078613, -77.03678131104, 6.10, 52.84, -3.50, -0.50, 54.04, 64.88, -11.78, -12.04, SPS, 10
324.97, 39.31343841553, -77.03676605225, 5.81, 55.73, -3.44, 0.06, 56.77, 67.13, -11.05, -11.40, SPS, 10
325.18, 39.31344223022, -77.03675842285, 5.53, 58.59, -3.38, 0.56, 58.63, 69.76, -11.14, -11.17, SPS, 10
325.38, 39.31344604492, -77.03675079346, 5.64, 61.27, -4.00, 2.31, 59.99, 72.82, -11.61, -11.55, SPS, 10
325.58, 39.31345367432, -77.03673553467, 5.40, 63.37, -4.13, 2.69, 61.45, 76.44, -13.96, -13.07, SPS, 10
325.79, 39.31345748901, -77.03672027588, 5.24, 65.47, -4.25, 2.81, 64.86, 80.13, -15.30, -14.67, SPS, 10
325.99, 39.31345748901, -77.03671264648, 5.12, 69.16, -4.31, 3.19, 69.97, 84.01, -14.73, -14.85, SPS, 10
326.20, 39.31345748901, -77.03670501709, 4.91, 74.55, -4.06, 4.13, 75.25, 88.19, -12.85, -13.64, SPS, 10
326.40, 39.31345748901, -77.03668975830, 4.85, 83.23, -3.31, 4.75, 78.87, 96.94, -14.13, -13.71, SPS, 10
326.60, 39.31345748901, -77.03668212891, 4.73, 85.39, -2.88, 4.63, 86.48, 101.69, -16.72, -16.31, SPS, 10
326.81, 39.31345748901, -77.03666687012, 4.46, 90.81, -2.56, 4.63, 89.29, 105.88, -14.38, -15.07, SPS, 10
327.01, 39.31345748901, -77.03665924072, 4.44, 94.41, -2.69, 4.50, 94.74, 110.26, -15.86, -15.85, SPS, 10
327.22, 39.31345367432, -77.03664398193, 4.44, 99.21, -2.75, 5.00, 100.58, 114.57, -13.99, -14.68, SPS, 10
327.42, 39.31345367432, -77.03663635254, 4.58, 104.00, -3.00, 5.19, 104.04, 118.63, -14.59, -14.61, SPS, 10
327.62, 39.31344985962, -77.03662872314, 4.63, 108.26, -2.56, 6.44, 107.51, 123.07, -15.56, -15.18, SPS, 10
327.83, 39.31344223022, -77.03660583496, 4.68, 112.03, -2.25, 7.25, 111.18, 127.32, -15.08, -15.29, SPS, 10
328.03, 39.31343841553, -77.03659820557, 4.91, 117.59, -1.25, 8.38, 116.53, 131.51, -13.98, -13.91, SPS, 10
328.19, 39.31343841553, -77.03659820557, 4.87, 120.44, -0.50, 9.00, 116.93, 134.57, -17.64, -15.88, SPS, 10
328.39, 39.31343078613, -77.03658294678, 5.26, 121.93, -0.44, 9.00, 121.78, 138.63, -16.85, -16.77, SPS, 10
328.59, 39.31342315674, -77.03657531738, 5.58, 125.17, -0.25, 9.13, 125.02, 142.13, -17.11, -17.03, SPS, 10
328.80, 39.31341934204, -77.03656005859, 5.86, 128.35, 0.00, 9.13, 127.95, 145.38, -17.43, -17.23, SPS, 10
329.00, 39.31341171265, -77.03655242920, 6.23, 130.41, 0.31, 8.88, 130.94, 148.13, -17.19, -17.46, SPS, 10
329.21, 39.31340026855, -77.03653717041, 6.64, 132.56, 0.75, 8.19, 132.55, 149.88, -17.33, -17.32, SPS, 10
329.41, 39.31338882446, -77.03652191162, 6.93, 134.20, 1.06, 7.63, 133.89, 150.88, -16.99, -16.84, SPS, 11
329.61, 39.31337738037, -77.03651428223, 7.37, 135.00, 1.25, 7.69, 133.38, 151.38, -18.00, -17.19, SPS, 11
329.82, 39.31336975098, -77.03649902344, 7.83, 134.07, 1.31, 7.56, 134.01, 151.76, -17.75, -17.72, SPS, 11
330.02, 39.31335830688, -77.03648376465, 8.05, 134.27, 1.19, 7.44, 134.45, 152.01, -17.56, -17.65, SPS, 11
330.23, 39.31334686279, -77.03647613525, 8.24, 134.49, 1.06, 7.19, 135.00, 152.01, -17.01, -17.26, SPS, 11
330.43, 39.31333923340, -77.03646087646, 8.38, 134.97, 0.69, 7.19, 135.43, 152.01, -16.58, -16.81, SPS, 11
330.63, 39.31332015991, -77.03643798828, 8.42, 135.44, 0.25, 7.06, 135.59, 151.94, -16.35, -16.50, SPS, 11
330.84, 39.31331253052, -77.03642272949, 8.42, 135.38, 0.31, 7.06, 135.53, 151.94, -16.41, -16.56, SPS, 11
331.04, 39.31330108643, -77.03640747070, 8.43, 135.86, 0.31, 6.81, 136.30, 151.94, -15.64, -16.09, SPS, 11
331.25, 39.31328964233, -77.03639984131, 8.40, 136.01, 0.38, 6.94, 136.00, 151.94, -15.94, -15.93, SPS, 11
331.45, 39.31327819824, -77.03638458252, 8.26, 135.90, 0.25, 6.94, 135.83, 152.01, -16.18, -16.10, SPS, 11
331.60, 39.31327438354, -77.03637695313, 8.10, 136.13, 0.25, 7.00, 136.24, 152.26, -16.02, -16.07, SPS, 11
331.81, 39.31326293945, -77.03636169434, 7.80, 136.85, 0.25, 7.13, 137.24, 152.88, -15.64, -15.84, SPS, 11
332.01, 39.31325531006, -77.03635406494, 7.53, 138.26, 0.31, 7.31, 138.43, 154.01, -15.58, -15.66, SPS, 11
332.21, 39.31324768066, -77.03634643555, 7.21, 140.30, 0.38, 7.38, 140.43, 155.69, -15.26, -15.33, SPS, 11
332.42, 39.31323623657, -77.03633117676, 7.01, 142.18, 0.50, 7.25, 142.31, 157.76, -15.45, -15.51, SPS, 11
332.62, 39.31322860718, -77.03632354736, 6.49, 144.93, 0.69, 7.31, 145.71, 160.07, -14.36, -14.75, SPS, 11
332.83, 39.31322097778, -77.03632354736, 5.97, 147.90, 0.44, 7.31, 147.60, 162.63, -15.03, -14.88, SPS, 11
333.03, 39.31320571899, -77.03630828857, 5.45, 151.16, 0.06, 6.94, 150.56, 165.69, -14.20, -14.54, SPS, 11
333.23, 39.31319808960, -77.03630828857, 5.13, 155.21, -2.19, 7.69, 155.20, 168.63, -12.68, -13.42, SPS, 11
333.44, 39.31319046021, -77.03630065918, 4.88, 160.41, -5.56, 9.00, 160.80, 171.69, -10.08, -11.28, SPS, 11
333.64, 39.31317901611, -77.03630065918, 4.78, 165.28, -8.13, 11.13, 165.65, 175.07, -8.54, -9.79, SPS, 11
333.85, 39.31317520142, -77.03630065918, 4.53, 170.55, -8.13, 11.06, 170.84, 178.82, -7.10, -8.27, SPS, 11
334.05, 39.31316757202, -77.03629302979, 4.50, 175.03, -7.75, 11.69, 174.47, -177.49, -6.68, -7.48, SPS, 11
334.25, 39.31315994263, -77.03629302979, 4.44, 179.15, -6.63, 13.19, 177.67, -173.37, -6.68, -7.48, SPS, 11
334.46, 39.31315231323, -77.03629302979, 4.24, -177.03, -5.56, 15.06, -178.78, -168.87, -8.85, -8.16, SPS, 11
334.66, 39.31314468384, -77.03630065918, 3.91, -172.85, -4.13, 14.81, -173.39, -164.43, -7.90, -8.42, SPS, 11
334.87, 39.31314086914, -77.03630065918, 4.00, -166.91, -2.63, 13.50, -166.87, -160.18, -5.63, -6.73, SPS, 11
335.02, 39.31313705444, -77.03630065918, 4.14, -164.31, -1.75, 12.88, -165.67, -156.68, -8.99, -8.31, SPS, 11
335.22, 39.31312942505, -77.03630828857, 3.83, -159.49, -0.69, 13.44, -157.96, -152.37, -5.59, -6.35, SPS, 11
335.43, 39.31312179565, -77.03630828857, 3.71, -155.35, -1.69, 13.19, -155.33, -148.87, -6.46, -6.47, SPS, 11
335.63, 39.31311416626, -77.03631591797, 3.58, -150.43, -1.63, 12.19, -150.02, -145.68, -3.59, -4.75, SPS, 11
335.84, 39.31311035156, -77.03632354736, 3.59, -146.46, -1.81, 10.81, -146.86, -142.68, -3.49, -3.77, SPS, 11
336.04, 39.31310272217, -77.03632354736, 3.44, -145.69, -2.00, 9.69, -147.05, -140.18, -6.24, -5.50, SPS, 11
336.24, 39.31309890747, -77.03632354736, 3.44, -144.65, -2.06, 9.38, -145.54, -138.06, -6.98, -6.59, SPS, 11
336.45, 39.31309509277, -77.03633117676, 3.47, -143.46, -2.50, 8.19, -144.32, -136.18, -7.64, -7.28, SPS, 11
336.65, 39.31309127808, -77.03633880615, 3.58, -142.59, -2.88, 7.31, -143.27, -134.62, -8.28, -7.97, SPS, 11
336.86, 39.31308364868, -77.03634643555, 3.61, -143.09, -3.31, 7.00, -144.20, -133.37, -10.52, -9.72, SPS, 11
337.06, 39.31307983398, -77.03634643555, 3.80, -143.55, -4.13, 6.56, -144.51, -132.37, -11.95, -11.18, SPS, 11
337.26, 39.31307220459, -77.03635406494, 3.92, -143.79, -4.44, 3.63, -144.39, -131.37, -12.83, -12.42, SPS, 11
337.47, 39.31306457520, -77.03636169434, 4.07, -143.35, -4.94, 3.50, -143.25, -130.68, -12.87, -12.67, SPS, 11
337.67, 39.31306076050, -77.03636169434, 4.17, -142.49, -5.50, 3.19, -142.44, -129.99, -12.28, -12.50, SPS, 11
337.88, 39.31305694580, -77.03636932373, 4.47, -142.40, -5.94, 3.19, -142.55, -129.43, -13.39, -12.96, SPS, 11
338.08, 39.31304931641, -77.03637695313, 4.78, -142.36, -6.44, 2.56, -142.92, -129.06, -13.50, -13.30, SPS, 11
338.28, 39.31304168701, -77.03638458252, 4.53, -142.89, -6.44, 2.63, -143.93, -128.74, -14.71, -14.15, SPS, 11
338.44, 39.31303787231, -77.03639221191, 4.51, -142.77, -6.44, 2.75, -142.25, -128.62, -13.63, -14.15, SPS, 11
338.64, 39.31303024292, -77.03639984131, 4.55, -142.77, -6.44, 2.50, -142.89, -128.56, -14.33, -14.22, SPS, 11
338.84, 39.31302261353, -77.03639984131, 4.65, -142.40, -7.00, 2.13, -141.96, -128.62, -13.34, -13.78, SPS, 11
339.05, 39.31301879883, -77.03640747070, 4.68, -142.55, -7.00, 2.19, -142.62, -128.62, -14.00, -13.93, SPS, 11
339.25, 39.31301116943, -77.03641510010, 4.74, -142.28, -7.06, 2.06, -142.21, -128.74, -13.53, -13.54, SPS, 11
339.46, 39.31299972534, -77.03643035889, 4.82, -142.08, -7.31, 1.38, -141.75, -128.93, -12.88, -13.15, SPS, 11
339.66, 39.31299591064, -77.03643798828, 4.97, -141.72, -7.63, 0.69, -141.32, -129.43, -12.01, -12.28, SPS, 11
339.86, 39.31298828125, -77.03643798828, 4.98, -141.77, -7.94, 0.56, -140.90, -129.99, -11.09, -11.78, SPS, 11
340.07, 39.31298065186, -77.03644561768, 5.03, -142.46, -8.38, 0.31, -142.83, -130.62, -12.13, -11.84, SPS, 11
340.27, 39.31297302246, -77.03645324707, 5.07, -143.56, -8.94, 0.06, -144.31, -131.37, -12.45, -12.19, SPS, 11
340.48, 39.31296539307, -77.03646087646, 5.09, -144.91, -9.75, -0.31, -145.69, -132.31, -12.73, -12.60, SPS, 11
340.68, 39.31295776367, -77.03646850586, 5.11, -146.58, -9.69, -0.56, -147.82, -133.49, -13.31, -13.09, SPS, 11
340.88, 39.31294631958, -77.03647613525, 5.27, -149.02, -9.50, -0.75, -149.54, -134.99, -14.34, -14.02, SPS, 11
341.09, 39.31294250488, -77.03648376465, 5.24, -151.58, -10.00, -1.13, -153.46, -136.81, -15.26, -14.77, SPS, 11
341.29, 39.31293106079, -77.03648376465, 5.11, -154.14, -11.00, -1.44, -153.93, -138.87, -14.83, -15.27, SPS, 11
341.50, 39.31292343140, -77.03648376465, 5.09, -156.02, -11.50, -1.44, -156.67, -140.74, -15.38, -15.28, SPS, 11
341.70, 39.31291580200, -77.03649139404, 5.11, -158.73, -12.00, -1.38, -159.58, -142.62, -16.63, -16.11, SPS, 11
341.85, 39.31290817261, -77.03649139404, 5.09, -160.44, -12.25, -1.44, -159.73, -144.06, -16.24, -16.39, SPS, 11
342.06, 39.31290054321, -77.03649902344, 5.08, -161.90, -12.06, -1.50, -161.48, -145.81, -16.11, -16.09, SPS, 11
342.26, 39.31289291382, -77.03649902344, 4.93, -164.30, -12.13, -1.25, -164.37, -147.43, -17.31, -16.86, SPS, 11
342.47, 39.31288146973, -77.03650665283, 4.85, -167.11, -12.06, -0.88, -167.40, -149.12, -18.66, -17.99, SPS, 11
342.67, 39.31287765503, -77.03650665283, 4.37, -168.95, -12.38, -0.50, -169.62, -150.74, -18.11, -18.20, SPS, 11
342.87, 39.31287002563, -77.03650665283, 4.37, -170.58, -12.63, -0.38, -170.54, -152.24, -18.32, -18.34, SPS, 11
343.08, 39.31286239624, -77.03650665283, 4.21, -171.77, -13.19, 0.06, -172.32, -153.56, -18.33, -18.22, SPS, 11
343.28, 39.31285858154, -77.03650665283, 4.17, -173.20, -13.50, 0.94, -173.04, -154.56, -18.92, -18.64, SPS, 11
343.49, 39.31285095215, -77.03650665283, 3.87, -174.20, -13.56, 2.06, -174.76, -155.31, -19.23, -18.89, SPS, 11
343.69, 39.31284332275, -77.03651428223, 3.83, -175.23, -13.81, 1.69, -175.12, -156.06, -19.18, -19.18, SPS, 11
343.89, 39.31283569336, -77.03651428223, 3.69, -175.48, -13.88, 1.63, -174.21, -156.87, -18.11, -18.61, SPS, 11
344.10, 39.31283187866, -77.03651428223, 3.43, -172.99, -13.38, 2.44, -172.95, -157.49, -13.01, -15.49, SPS, 11
344.30, 39.31282424927, -77.03651428223, 3.44, -173.46, -12.44, 4.25, -173.66, -157.43, -16.58, -16.03, SPS, 11
344.51, 39.31282043457, -77.03651428223, 3.36, -173.15, -11.75, 5.38, -173.05, -156.87, -16.44, -16.28, SPS, 11
344.71, 39.31281661987, -77.03651428223, 3.31, -171.30, -10.88, 6.06, -170.84, -155.68, -15.01, -15.62, SPS, 11
344.91, 39.31280899048, -77.03652191162, 3.39, -169.36, -10.69, 5.38, -167.82, -154.43, -14.47, -14.93, SPS, 11
345.12, 39.31280517578, -77.03652191162, 3.55, -165.63, -10.44, 5.44, -167.21, -152.81, -11.49, -12.82, SPS, 11
345.27, 39.31280136108, -77.03652191162, 3.33, -165.10, -10.00, 6.44, -164.73, -151.24, -14.11, -13.86, SPS, 11
345.47, 39.31279754639, -77.03652191162, 3.16, -158.89, -9.63, 7.56, -156.88, -148.68, -6.44, -10.21, SPS, 11
345.68, 39.31279373169, -77.03652191162, 3.13, -155.56, -9.56, 8.75, -154.01, -145.62, -10.34, -9.94, SPS, 11
345.88, 39.31278610229, -77.03652954102, 3.11, -150.42, -9.38, 8.88, -148.28, -142.12, -7.00, -8.30, SPS, 11
346.09, 39.31278228760, -77.03652954102, 3.10, -144.49, -9.88, 8.88, -143.34, -138.31, -5.13, -6.18, SPS, 11
346.29, 39.31278228760, -77.03653717041, 3.10, -139.84, -10.25, 9.19, -138.99, -134.56, -4.97, -5.29, SPS, 11
346.49, 39.31277847290, -77.03654479980, 3.06, -135.39, -10.06, 9.63, -134.72, -130.62, -4.68, -4.77, SPS, 11
346.70, 39.31277465820, -77.03655242920, 2.92, -131.36, -10.31, 9.31, -132.00, -126.49, -5.29, -4.86, SPS, 11
346.90, 39.31277465820, -77.03655242920, 2.88, -127.76, -10.50, 8.38, -128.57, -122.68, -4.98, -5.08, SPS, 11
347.11, 39.31277084351, -77.03656005859, 2.83, -125.32, -10.13, 8.94, -128.45, -118.74, -7.67, -6.58, SPS, 11
347.31, 39.31276702881, -77.03656005859, 2.78, -123.96, -10.31, 10.50, -127.45, -114.37, -11.04, -9.59, SPS, 11
347.51, 39.31276321411, -77.03656768799, 2.73, -122.92, -10.00, 10.69, -125.01, -110.12, -14.27, -12.80, SPS, 11
347.72, 39.31276321411, -77.03657531738, 2.69, -120.55, -10.06, 9.56, -120.77, -106.24, -14.53, -14.42, SPS, 11
347.92, 39.31276321411, -77.03657531738, 2.45, -116.79, -10.19, 10.31, -117.55, -102.37, -15.18, -14.80, SPS, 11
348.13, 39.31276321411, -77.03658294678, 2.22, -112.79, -10.56, 10.88, -108.82, -98.49, -10.33, -12.31, SPS, 11
348.33, 39.31276321411, -77.03659057617, 2.18, -104.09, -11.06, 10.94, -103.25, -95.12, -7.32, -8.97, SPS, 11
348.53, 39.31276321411, -77.03659820557, 2.13, -97.69, -11.31, 11.31, -96.56, -91.93, -3.82, -5.76, SPS, 11
348.69, 39.31276321411, -77.03659820557, 2.06, -93.32, -11.38, 11.44, -84.04, -89.56, 5.52, 0.88, SPS, 11
348.89, 39.31276321411, -77.03659820557, 2.05, -83.73, -11.31, 11.50, -76.54, -86.87, 10.33, 6.73, SPS, 11
349.10, 39.31276321411, -77.03659820557, 1.56, -77.51, -11.06, 11.44, -72.51, -84.24, 10.33, 6.73, SPS, 11
349.30, 39.31276321411, -77.03660583496, 1.34, -75.20, -11.19, 11.19, -74.72, -81.93, 10.33, 6.73, SPS, 11
349.50, 39.31276321411, -77.03660583496, 1.35, -73.14, -10.94, 11.44, -74.72, -79.87, 10.33, 6.73, SPS, 11
349.71, 39.31276321411, -77.03661346436, 1.32, -71.39, -11.00, 11.00, -69.51, -78.12, 10.33, 6.73, SPS, 11
349.91, 39.31276702881, -77.03661346436, 1.12, -69.95, -11.06, 10.44, -69.51, -76.68, 10.33, 6.73, SPS, 11
350.12, 39.31276702881, -77.03662109375, 0.04, -68.64, -10.88, 10.44, -69.51, -75.37, 10.33, 6.73, SPS, 11
350.32, 39.31276702881, -77.03662109375, 0.03, -67.70, -10.81, 10.31, -69.51, -74.43, 10.33, 6.73, SPS, 11
350.52, 39.31276702881, -77.03662109375, 0.03, -66.95, -10.69, 10.06, -69.51, -73.68, 10.33, 6.73, SPS, 11
350.73, 39.31276702881, -77.03662109375, 0.04, -66.39, -10.44, 10.00, -69.51, -73.12, 10.33, 6.73, SPS, 11
350.93, 39.31276702881, -77.03662109375, 0.04, -66.14, -10.13, 9.56, -69.51, -72.87, 10.33, 6.73, SPS, 11
351.14, 39.31276702881, -77.03662109375, 0.04, -66.01, -9.88, 9.31, -69.51, -72.74, 10.33, 6.73, SPS, 11
351.34, 39.31276702881, -77.03662109375, 0.03, -66.01, -9.81, 9.44, -69.51, -72.74, 10.33, 6.73, SPS, 11
351.54, 39.31276702881, -77.03662109375, 0.03, -65.95, -9.69, 9.31, -69.51, -72.68, 10.33, 6.73, SPS, 11
351.75, 39.31276702881, -77.03662109375, 0.03, -65.89, -8.94, 9.25, -69.51, -72.62, 10.33, 6.73, SPS, 11
351.95, 39.31276702881, -77.03662109375, 0.03, -65.89, -8.81, 9.25, -69.51, -72.62, 10.33, 6.73, SPS, 11
352.10, 39.31276702881, -77.03662109375, 0.03, -65.89, -8.75, 9.31, -69.51, -72.62, 10.33, 6.73, SPS, 11
352.31, 39.31276321411, -77.03662109375, 0.02, -65.89, -8.50, 9.25, -69.51, -72.62, 10.33, 6.73, SPS, 11
352.51, 39.31276321411, -77.03662109375, 0.02, -65.89, -8.44, 9.25, -69.51, -72.62, 10.33, 6.73, SPS, 11
352.72, 39.31276321411, -77.03662109375, 0.02, -65.89, -8.38, 9.25, -69.51, -72.62, 10.33, 6.73, SPS, 11
352.92, 39.31276321411, -77.03662109375, 0.01, -65.89, -8.25, 9.25, -69.51, -72.62, 10.33, 6.73, SPS, 11
353.12, 39.31276321411, -77.03662109375, 0.01, -65.82, -8.13, 9.25, -69.51, -72.56, 10.33, 6.73, SPS, 11
353.33, 39.31276321411, -77.03662109375, 0.01, -65.82, -8.00, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
353.53, 39.31276321411, -77.03662109375, 0.01, -65.82, -7.94, 9.25, -69.51, -72.56, 10.33, 6.73, SPS, 11
353.74, 39.31276321411, -77.03662109375, 0.01, -65.82, -7.88, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
353.94, 39.31276702881, -77.03662109375, 0.01, -65.82, -7.81, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
354.14, 39.31276321411, -77.03662109375, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
354.35, 39.31276702881, -77.03662109375, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
354.55, 39.31276702881, -77.03662109375, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
354.76, 39.31276702881, -77.03662109375, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
354.96, 39.31276702881, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
355.16, 39.31276702881, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
355.37, 39.31276702881, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
355.52, 39.31277084351, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
355.73, 39.31277084351, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
355.93, 39.31276702881, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
356.13, 39.31277084351, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 10
356.34, 39.31276702881, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
356.54, 39.31276702881, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
356.75, 39.31276702881, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
356.95, 39.31276702881, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
357.15, 39.31276702881, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
357.36, 39.31276702881, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
357.56, 39.31276702881, -77.03661346436, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
357.77, 39.31276702881, -77.03660583496, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
357.97, 39.31276702881, -77.03660583496, 0.00, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
358.17, 39.31276702881, -77.03660583496, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
358.38, 39.31276702881, -77.03660583496, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
358.58, 39.31276702881, -77.03660583496, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
358.79, 39.31276702881, -77.03660583496, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
358.94, 39.31276702881, -77.03660583496, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11
359.14, 39.31276702881, -77.03660583496, 0.01, -65.82, -7.75, 9.31, -69.51, -72.56, 10.33, 6.73, SPS, 11

