time_sec, lat_deg, lon_deg, speed_mps, heading_deg, pitch_deg, roll_deg, gps_hdg, imu_hdg, imu_hdg_error, imu_hdg_bias, gpsFixQual, numSat
177.28, 39.31301498413, -77.03603363037, 5.93, -61.75, -9.25, -0.13, -61.08, -55.31, -6.42, -6.44, SPS, 10
177.48, 39.31302261353, -77.03604125977, 5.91, -60.57, -9.25, 0.00, -61.83, -54.37, -6.20, -6.20, SPS, 10
177.68, 39.31302261353, -77.03605651855, 5.91, -60.19, -9.31, 0.19, -59.40, -53.37, -6.69, -6.82, SPS, 10
177.84, 39.31303024292, -77.03607177734, 5.93, -60.09, -9.38, 0.25, -61.33, -52.68, -8.40, -7.41, SPS, 10
178.04, 39.31303787231, -77.03607940674, 5.92, -58.82, -9.44, 0.38, -58.60, -51.74, -6.61, -7.08, SPS, 10
178.25, 39.31304168701, -77.03608703613, 5.91, -56.96, -9.44, 0.50, -56.84, -50.74, -5.85, -6.22, SPS, 10
178.45, 39.31304931641, -77.03610229492, 5.86, -55.34, -9.63, 0.63, -55.21, -49.81, -5.15, -5.54, SPS, 10
178.65, 39.31305694580, -77.03611755371, 5.86, -54.70, -9.63, 0.44, -55.11, -48.87, -5.99, -5.83, SPS, 10
178.86, 39.31306076050, -77.03612518311, 5.89, -53.73, -9.69, 0.38, -53.96, -47.87, -5.84, -5.87, SPS, 10
179.06, 39.31306838989, -77.03613281250, 5.74, -52.78, -9.69, 0.56, -53.14, -46.93, -5.96, -5.85, SPS, 10
179.27, 39.31307220459, -77.03614807129, 5.94, -52.68, -9.69, 0.69, -53.41, -46.06, -7.17, -6.62, SPS, 10
179.47, 39.31307983398, -77.03615570068, 5.90, -52.02, -9.75, 0.50, -51.75, -45.06, -7.00, -6.96, SPS, 10
179.67, 39.31308746338, -77.03616333008, 5.94, -50.74, -9.69, 0.50, -50.03, -44.12, -6.29, -6.62, SPS, 10
179.88, 39.31309509277, -77.03617858887, 5.96, -49.33, -9.69, 0.75, -48.61, -43.24, -5.82, -6.09, SPS, 10
180.08, 39.31310272217, -77.03618621826, 5.98, -48.12, -9.69, 1.06, -48.18, -42.37, -5.67, -5.75, SPS, 10
180.29, 39.31311035156, -77.03620147705, 6.01, -47.29, -9.63, 1.13, -45.44, -41.49, -5.82, -5.80, SPS, 10
180.49, 39.31311798096, -77.03620147705, 6.06, -45.47, -9.63, 1.31, -45.93, -40.68, -4.70, -4.79, SPS, 10
180.69, 39.31312561035, -77.03621673584, 6.07, -46.59, -9.50, 1.44, -47.58, -39.99, -8.17, -6.60, SPS, 10
180.90, 39.31313323975, -77.03623199463, 6.03, -46.48, -9.56, 1.13, -46.28, -39.37, -7.13, -7.11, SPS, 10
181.10, 39.31314086914, -77.03623962402, 6.01, -45.57, -9.50, 1.00, -45.08, -38.87, -6.40, -6.71, SPS, 10
181.25, 39.31314849854, -77.03624725342, 6.01, -44.67, -9.50, 1.19, -44.46, -38.56, -5.78, -6.12, SPS, 10
181.46, 39.31315612793, -77.03626251221, 6.02, -44.64, -9.56, 1.06, -44.99, -38.18, -6.68, -6.46, SPS, 10
181.66, 39.31316375732, -77.03627014160, 6.05, -44.55, -9.50, 0.88, -44.63, -37.93, -6.64, -6.62, SPS, 10
181.87, 39.31317138672, -77.03627777100, 6.09, -43.40, -9.38, 1.13, -43.17, -37.62, -5.49, -5.78, SPS, 10
182.07, 39.31317901611, -77.03628540039, 5.97, -43.31, -9.38, 1.25, -43.82, -37.37, -6.28, -5.94, SPS, 10
182.27, 39.31318664551, -77.03630065918, 6.00, -43.34, -9.38, 1.19, -42.87, -37.18, -6.10, -6.16, SPS, 10
182.48, 39.31319808960, -77.03630828857, 6.02, -42.77, -9.31, 1.44, -42.75, -36.93, -5.73, -5.84, SPS, 10
182.68, 39.31320571899, -77.03632354736, 6.04, -42.75, -9.31, 1.31, -43.17, -36.81, -6.05, -5.94, SPS, 10
182.89, 39.31321334839, -77.03632354736, 6.07, -42.76, -9.38, 1.38, -43.22, -36.62, -6.13, -6.14, SPS, 10
183.09, 39.31322097778, -77.03633880615, 6.07, -42.98, -9.44, 1.69, -42.06, -36.56, -6.47, -6.42, SPS, 10
183.29, 39.31322860718, -77.03634643555, 6.04, -42.55, -9.50, 1.50, -42.88, -36.49, -6.15, -6.06, SPS, 10
183.50, 39.31323623657, -77.03636169434, 6.05, -41.39, -9.56, 1.50, -40.61, -36.56, -3.44, -4.83, SPS, 10
183.70, 39.31324386597, -77.03636169434, 6.04, -41.11, -9.56, 1.69, -42.10, -36.56, -4.67, -4.56, SPS, 10
183.91, 39.31325149536, -77.03637695313, 6.00, -42.24, -9.56, 1.63, -42.72, -36.62, -6.19, -5.62, SPS, 10
184.11, 39.31325912476, -77.03638458252, 5.89, -42.72, -9.69, 1.63, -43.05, -36.62, -6.35, -6.11, SPS, 10
184.31, 39.31326675415, -77.03639221191, 5.73, -42.96, -9.50, 1.56, -43.05, -36.62, -6.42, -6.34, SPS, 10
184.52, 39.31327438354, -77.03639984131, 5.73, -42.92, -9.69, 1.63, -44.45, -36.62, -6.22, -6.30, SPS, 10
184.67, 39.31328201294, -77.03641510010, 5.68, -43.59, -9.63, 1.69, -43.00, -36.62, -6.88, -6.97, SPS, 10
184.88, 39.31328964233, -77.03642272949, 5.54, -43.43, -9.50, 1.56, -41.99, -36.49, -7.16, -6.93, SPS, 10
185.08, 39.31329727173, -77.03643035889, 5.48, -42.14, -9.81, 1.44, -41.19, -36.43, -5.21, -5.71, SPS, 10
185.28, 39.31330108643, -77.03643798828, 5.34, -41.09, -9.88, 1.50, -40.38, -36.24, -4.46, -4.85, SPS, 10
185.49, 39.31330871582, -77.03644561768, 5.06, -40.33, -10.25, 1.50, -39.91, -36.24, -3.68, -4.08, SPS, 10
185.69, 39.31331634521, -77.03645324707, 4.84, -39.96, -12.63, 1.44, -40.15, -36.18, -3.69, -3.78, SPS, 10
185.90, 39.31332015991, -77.03646087646, 4.55, -40.32, -14.38, 1.56, -41.93, -36.18, -4.40, -4.14, SPS, 10
186.10, 39.31332778931, -77.03646850586, 4.36, -41.48, -15.81, 1.56, -40.83, -36.18, -5.65, -5.30, SPS, 10
186.30, 39.31333541870, -77.03647613525, 4.18, -40.40, -16.63, 1.63, -39.21, -36.18, -3.47, -4.22, SPS, 10
186.51, 39.31333923340, -77.03648376465, 3.91, -39.53, -17.06, 1.75, -38.97, -36.18, -3.08, -3.35, SPS, 10
186.71, 39.31333923340, -77.03648376465, 3.48, -39.27, -17.13, 1.63, -39.46, -36.12, -3.23, -3.15, SPS, 10
186.92, 39.31334304810, -77.03648376465, 3.17, -39.63, -17.19, 1.56, -39.49, -36.12, -3.78, -3.51, SPS, 10
187.12, 39.31334686279, -77.03649139404, 2.85, -39.39, -17.19, 1.56, -39.52, -36.12, -3.40, -3.34, SPS, 10
187.32, 39.31335067749, -77.03649902344, 2.70, -39.47, -17.19, 1.50, -41.90, -36.12, -5.78, -4.56, SPS, 10
187.53, 39.31335449219, -77.03649902344, 2.27, -40.73, -17.25, 1.56, -41.52, -36.18, -5.34, -4.94, SPS, 10
187.73, 39.31335830688, -77.03650665283, 2.14, -38.39, -17.19, 1.63, -38.22, -36.12, -2.10, -2.27, SPS, 10
187.94, 39.31336212158, -77.03650665283, 1.85, -38.39, -17.13, 1.56, -38.48, -36.12, -2.10, -2.27, SPS, 10
188.09, 39.31336212158, -77.03651428223, 1.56, -38.39, -17.06, 1.50, -36.56, -36.12, -2.10, -2.27, SPS, 10
188.29, 39.31336212158, -77.03651428223, 1.45, -38.39, -16.94, 1.44, -36.56, -36.12, -2.10, -2.27, SPS, 10
188.50, 39.31336593628, -77.03651428223, 1.23, -38.39, -16.50, 1.38, -36.56, -36.12, -2.10, -2.27, SPS, 10
188.70, 39.31336593628, -77.03651428223, 1.05, -38.39, -16.00, 1.38, -36.56, -36.12, -2.10, -2.27, SPS, 10
188.90, 39.31336975098, -77.03652191162, 0.78, -38.39, -15.38, 1.19, -36.56, -36.12, -2.10, -2.27, SPS, 10
189.11, 39.31336975098, -77.03652191162, 0.64, -38.39, -15.06, 1.13, -36.56, -36.12, -2.10, -2.27, SPS, 10
189.31, 39.31336975098, -77.03652191162, 0.60, -38.39, -14.75, 1.13, -36.56, -36.12, -2.10, -2.27, SPS, 10
189.52, 39.31336975098, -77.03652191162, 0.53, -38.39, -14.56, 1.06, -36.56, -36.12, -2.10, -2.27, SPS, 10
189.72, 39.31336975098, -77.03652191162, 0.48, -38.39, -14.38, 1.06, -36.56, -36.12, -2.10, -2.27, SPS, 10
189.92, 39.31336975098, -77.03652191162, 0.42, -38.45, -12.38, 0.75, -36.56, -36.18, -2.10, -2.27, SPS, 10
190.13, 39.31336975098, -77.03652191162, 0.27, -38.45, -11.75, 0.63, -36.56, -36.18, -2.10, -2.27, SPS, 10
190.33, 39.31336975098, -77.03652191162, 0.25, -38.45, -11.50, 0.63, -34.48, -36.18, -2.10, -2.27, SPS, 10
190.54, 39.31336975098, -77.03652191162, 0.23, -38.45, -11.25, 0.56, -33.47, -36.18, -2.10, -2.27, SPS, 10
190.74, 39.31336975098, -77.03652191162, 0.21, -38.45, -11.06, 0.50, -31.71, -36.18, -2.10, -2.27, SPS, 10
190.94, 39.31336975098, -77.03652191162, 0.19, -38.45, -10.88, 0.50, -31.97, -36.18, -2.10, -2.27, SPS, 10
191.15, 39.31336975098, -77.03652191162, 0.16, -38.45, -10.81, 0.44, -31.21, -36.18, -2.10, -2.27, SPS, 10
191.35, 39.31336975098, -77.03652191162, 0.14, -38.45, -10.75, 0.44, -33.83, -36.18, -2.10, -2.27, SPS, 10
191.51, 39.31336975098, -77.03652191162, 0.14, -38.45, -10.69, 0.44, -16.73, -36.18, -2.10, -2.27, SPS, 10
191.71, 39.31336975098, -77.03652191162, 0.14, -38.45, -10.63, 0.38, -16.77, -36.18, -2.10, -2.27, SPS, 10
191.91, 39.31336975098, -77.03652191162, 0.14, -38.45, -10.56, 0.38, -8.12, -36.18, -2.10, -2.27, SPS, 10
192.12, 39.31336975098, -77.03652191162, 0.13, -38.45, -10.56, 0.38, -11.20, -36.18, -2.10, -2.27, SPS, 10
192.32, 39.31336975098, -77.03652191162, 0.12, -38.45, -10.56, 0.38, -13.62, -36.18, -2.10, -2.27, SPS, 10
192.53, 39.31336975098, -77.03652191162, 0.12, -38.45, -10.56, 0.38, -16.65, -36.18, -2.10, -2.27, SPS, 10
192.73, 39.31336975098, -77.03652191162, 0.11, -38.45, -10.56, 0.38, -18.87, -36.18, -2.10, -2.27, SPS, 10
192.93, 39.31336975098, -77.03652191162, 0.08, -38.39, -10.56, 0.31, -19.21, -36.12, -2.10, -2.27, SPS, 10
193.14, 39.31336975098, -77.03652191162, 0.07, -38.39, -10.56, 0.31, -19.21, -36.12, -2.10, -2.27, SPS, 10
193.34, 39.31336975098, -77.03652191162, 0.07, -38.39, -10.56, 0.31, -19.21, -36.12, -2.10, -2.27, SPS, 10
193.55, 39.31336975098, -77.03652191162, 0.07, -38.39, -10.56, 0.31, -19.21, -36.12, -2.10, -2.27, SPS, 10
193.75, 39.31336975098, -77.03652191162, 0.06, -38.39, -10.56, 0.31, -19.21, -36.12, -2.10, -2.27, SPS, 10
193.95, 39.31336975098, -77.03652191162, 0.06, -38.39, -10.56, 0.31, -19.21, -36.12, -2.10, -2.27, SPS, 10
194.16, 39.31336975098, -77.03652191162, 0.05, -38.39, -10.56, 0.25, -19.21, -36.12, -2.10, -2.27, SPS, 10
194.36, 39.31336975098, -77.03652191162, 0.04, -38.39, -10.56, 0.25, -19.21, -36.12, -2.10, -2.27, SPS, 10
194.57, 39.31336975098, -77.03652191162, 0.04, -38.39, -10.56, 0.25, -19.21, -36.12, -2.10, -2.27, SPS, 10
194.77, 39.31336975098, -77.03652191162, 0.05, -38.39, -10.56, 0.25, -19.21, -36.12, -2.10, -2.27, SPS, 10
194.92, 39.31336975098, -77.03652191162, 0.05, -38.39, -10.56, 0.25, -19.21, -36.12, -2.10, -2.27, SPS, 10
195.13, 39.31336975098, -77.03652191162, 0.04, -38.39, -10.56, 0.25, -19.21, -36.12, -2.10, -2.27, SPS, 10
195.33, 39.31336975098, -77.03652191162, 0.03, -38.39, -10.56, 0.25, -19.21, -36.12, -2.10, -2.27, SPS, 10
195.53, 39.31336975098, -77.03652191162, 0.03, -38.39, -10.56, 0.19, -19.21, -36.12, -2.10, -2.27, SPS, 10
195.74, 39.31337356567, -77.03652191162, 0.09, -38.39, -10.56, 0.19, -19.21, -36.12, -2.10, -2.27, SPS, 10
195.94, 39.31337356567, -77.03652191162, 0.07, -38.39, -10.56, 0.19, -19.21, -36.12, -2.10, -2.27, SPS, 10
196.15, 39.31336975098, -77.03652191162, 0.06, -38.39, -10.56, 0.19, -19.21, -36.12, -2.10, -2.27, SPS, 10
196.35, 39.31336975098, -77.03652191162, 0.06, -38.39, -10.56, 0.13, -19.21, -36.12, -2.10, -2.27, SPS, 10
196.55, 39.31336975098, -77.03652191162, 0.05, -38.39, -10.56, 0.13, -19.21, -36.12, -2.10, -2.27, SPS, 10
196.76, 39.31336975098, -77.03652191162, 0.05, -38.39, -10.56, 0.13, -19.21, -36.12, -2.10, -2.27, SPS, 10
196.96, 39.31336975098, -77.03652191162, 0.04, -38.39, -10.56, 0.13, -19.21, -36.12, -2.10, -2.27, SPS, 10
197.17, 39.31337356567, -77.03652191162, 0.05, -38.39, -10.56, 0.13, -19.21, -36.12, -2.10, -2.27, SPS, 10
197.37, 39.31337356567, -77.03652191162, 0.04, -38.39, -10.56, 0.06, -19.21, -36.12, -2.10, -2.27, SPS, 10
197.57, 39.31337356567, -77.03652191162, 0.04, -38.39, -10.56, 0.06, -19.21, -36.12, -2.10, -2.27, SPS, 10
197.78, 39.31337356567, -77.03652191162, 0.03, -38.39, -10.56, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
197.98, 39.31337356567, -77.03652191162, 0.03, -38.39, -10.56, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
198.19, 39.31336975098, -77.03652191162, 0.02, -38.39, -10.56, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
198.34, 39.31337356567, -77.03652191162, 0.03, -38.39, -10.56, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
198.54, 39.31337356567, -77.03652191162, 0.04, -38.39, -10.56, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
198.75, 39.31336975098, -77.03652191162, 0.03, -38.39, -10.56, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
198.95, 39.31336975098, -77.03652191162, 0.03, -38.39, -10.56, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
199.16, 39.31336975098, -77.03652191162, 0.03, -38.39, -10.56, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
199.36, 39.31336975098, -77.03652191162, 0.02, -38.39, -10.56, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
199.56, 39.31336975098, -77.03652191162, 0.01, -38.39, -10.56, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
199.77, 39.31336975098, -77.03652191162, 0.01, -38.39, -10.56, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
199.97, 39.31336975098, -77.03652191162, 0.06, -38.39, -10.56, -0.06, -19.21, -36.12, -2.10, -2.27, SPS, 10
200.18, 39.31336975098, -77.03652191162, 0.04, -38.39, -10.56, -0.06, -19.21, -36.12, -2.10, -2.27, SPS, 10
200.38, 39.31336975098, -77.03652191162, 0.04, -38.39, -10.50, -0.06, -19.21, -36.12, -2.10, -2.27, SPS, 10
200.58, 39.31336975098, -77.03652191162, 0.04, -38.39, -10.44, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
200.79, 39.31336975098, -77.03652191162, 0.03, -38.39, -10.44, 0.00, -19.21, -36.12, -2.10, -2.27, SPS, 10
200.99, 39.31336975098, -77.03652191162, 0.03, -38.32, -10.38, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
201.20, 39.31336593628, -77.03652191162, 0.06, -38.32, -10.38, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
201.40, 39.31336593628, -77.03652191162, 0.07, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
201.60, 39.31336593628, -77.03652191162, 0.06, -38.32, -10.31, 0.06, -19.21, -36.06, -2.10, -2.27, SPS, 10
201.76, 39.31336593628, -77.03652191162, 0.06, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
201.96, 39.31336593628, -77.03652191162, 0.06, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
202.16, 39.31336593628, -77.03652191162, 0.06, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
202.37, 39.31336593628, -77.03652191162, 0.06, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
202.57, 39.31336593628, -77.03652191162, 0.06, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
202.78, 39.31336593628, -77.03652191162, 0.07, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
202.98, 39.31336593628, -77.03652191162, 0.06, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
203.18, 39.31336593628, -77.03652191162, 0.06, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
203.39, 39.31336212158, -77.03652191162, 0.06, -38.32, -10.31, -0.06, -19.21, -36.06, -2.10, -2.27, SPS, 10
203.59, 39.31336212158, -77.03652191162, 0.05, -38.32, -10.31, -0.06, -19.21, -36.06, -2.10, -2.27, SPS, 10
203.80, 39.31336212158, -77.03652191162, 0.04, -38.32, -10.31, -0.06, -19.21, -36.06, -2.10, -2.27, SPS, 10
204.00, 39.31336212158, -77.03652191162, 0.04, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
204.20, 39.31336212158, -77.03652191162, 0.04, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
204.41, 39.31336212158, -77.03652191162, 0.01, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
204.61, 39.31336212158, -77.03652191162, 0.01, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
204.82, 39.31336212158, -77.03652191162, 0.01, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
205.02, 39.31336212158, -77.03652191162, 0.00, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
205.17, 39.31336212158, -77.03652191162, 0.00, -38.32, -10.31, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
205.38, 39.31336212158, -77.03652191162, 0.00, -38.32, -10.25, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
205.58, 39.31335830688, -77.03652191162, 0.01, -38.32, -10.25, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
205.79, 39.31335830688, -77.03652191162, 0.01, -38.32, -10.25, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
205.99, 39.31335830688, -77.03652191162, 0.00, -38.32, -10.19, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
206.19, 39.31335830688, -77.03652191162, 0.00, -38.32, -10.19, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
206.40, 39.31335830688, -77.03652191162, 0.00, -38.32, -10.19, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
206.60, 39.31335830688, -77.03652191162, 0.00, -38.32, -10.19, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
206.81, 39.31335830688, -77.03652191162, 0.00, -38.32, -10.19, 0.00, -19.21, -36.06, -2.10, -2.27, SPS, 10
207.01, 39.31335830688, -77.03652191162, 0.01, -38.32, -10.19, -0.06, -19.21, -36.06, -2.10, -2.27, SPS, 10
207.21, 39.31335830688, -77.03652191162, 0.01, -38.32, -10.19, -0.06, -19.21, -36.06, -2.10, -2.27, SPS, 10
207.42, 39.31335830688, -77.03652191162, 0.02, -38.32, -10.19, -0.06, -19.21, -36.06, -2.10, -2.27, SPS, 10
207.62, 39.31335830688, -77.03652191162, 0.02, -38.26, -10.19, -0.13, -19.21, -35.99, -2.10, -2.27, SPS, 10
207.83, 39.31335830688, -77.03652191162, 0.02, -38.26, -10.19, -0.13, -19.21, -35.99, -2.10, -2.27, SPS, 10
208.03, 39.31335830688, -77.03652191162, 0.02, -38.26, -10.19, -0.13, -19.21, -35.99, -2.10, -2.27, SPS, 10
208.23, 39.31335830688, -77.03652191162, 0.02, -38.26, -10.19, -0.13, -19.21, -35.99, -2.10, -2.27, SPS, 10
208.44, 39.31335449219, -77.03652191162, 0.01, -38.26, -10.19, -0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
208.59, 39.31335449219, -77.03652191162, 0.01, -38.26, -10.19, -0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
208.79, 39.31335830688, -77.03652191162, 0.02, -38.26, -10.19, -0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
209.00, 39.31335449219, -77.03652191162, 0.02, -38.26, -10.19, -0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
209.20, 39.31335449219, -77.03652191162, 0.02, -38.26, -10.19, -0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
209.41, 39.31335449219, -77.03652191162, 0.02, -38.26, -10.19, -0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
209.61, 39.31335449219, -77.03652191162, 0.02, -38.26, -10.19, -0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
209.81, 39.31335449219, -77.03652191162, 0.01, -38.26, -10.00, -0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
210.02, 39.31335449219, -77.03652191162, 0.01, -38.26, -9.81, -0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
210.22, 39.31335449219, -77.03652191162, 0.01, -38.26, -9.69, -0.13, -19.21, -35.99, -2.10, -2.27, SPS, 10
210.43, 39.31335449219, -77.03652191162, 0.02, -38.26, -9.63, -0.06, -19.21, -35.99, -2.10, -2.27, SPS, 10
210.63, 39.31335449219, -77.03652191162, 0.03, -38.26, -9.50, -0.06, -19.21, -35.99, -2.10, -2.27, SPS, 10
210.83, 39.31335449219, -77.03652191162, 0.06, -38.26, -9.44, 0.00, -19.21, -35.99, -2.10, -2.27, SPS, 10
211.04, 39.31335449219, -77.03652191162, 0.09, -38.26, -9.31, 0.00, -19.21, -35.99, -2.10, -2.27, SPS, 10
211.24, 39.31335449219, -77.03652191162, 0.16, -38.26, -9.25, 0.06, -19.21, -35.99, -2.10, -2.27, SPS, 10
211.45, 39.31335449219, -77.03652191162, 0.19, -38.26, -9.19, 0.06, -19.21, -35.99, -2.10, -2.27, SPS, 10
211.65, 39.31335449219, -77.03652191162, 0.17, -38.26, -9.19, 0.13, -19.21, -35.99, -2.10, -2.27, SPS, 10
211.85, 39.31335830688, -77.03652191162, 0.21, -38.26, -9.13, 0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
212.01, 39.31335830688, -77.03652191162, 0.25, -38.26, -9.13, 0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
212.21, 39.31335830688, -77.03652191162, 0.29, -38.26, -9.00, 0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
212.42, 39.31335830688, -77.03652954102, 0.33, -38.26, -8.88, 0.25, -19.21, -35.99, -2.10, -2.27, SPS, 10
212.62, 39.31335830688, -77.03652954102, 0.38, -38.26, -8.81, 0.19, -19.21, -35.99, -2.10, -2.27, SPS, 10
212.82, 39.31335830688, -77.03652954102, 0.44, -38.26, -8.69, 0.25, -62.41, -35.99, -2.10, -2.27, SPS, 10
213.03, 39.31336212158, -77.03652954102, 0.51, -38.26, -8.25, 0.25, -57.97, -35.99, -2.10, -2.27, SPS, 10
213.23, 39.31336593628, -77.03653717041, 0.59, -38.26, -7.44, 0.13, -54.83, -35.99, -2.10, -2.27, SPS, 10
213.44, 39.31336593628, -77.03653717041, 0.65, -38.26, -6.50, 0.00, -52.33, -35.99, -2.10, -2.27, SPS, 10
213.64, 39.31336593628, -77.03653717041, 0.74, -38.26, -5.56, 0.00, -50.35, -35.99, -2.10, -2.27, SPS, 10
213.84, 39.31336975098, -77.03654479980, 1.45, -38.26, -5.13, 0.00, -42.91, -35.99, -2.10, -2.27, SPS, 10
214.05, 39.31337356567, -77.03654479980, 1.61, -38.26, -4.88, 0.00, -42.30, -35.99, -2.10, -2.27, SPS, 10
214.25, 39.31337738037, -77.03655242920, 1.83, -38.26, -4.75, 0.13, -43.61, -35.99, -2.10, -2.27, SPS, 10
214.46, 39.31337738037, -77.03655242920, 2.07, -40.43, -4.81, 0.25, -42.60, -35.99, -6.61, -4.44, SPS, 10
214.66, 39.31338119507, -77.03656005859, 2.13, -43.05, -5.38, 0.19, -44.06, -35.99, -8.07, -7.06, SPS, 10
214.86, 39.31338500977, -77.03656005859, 2.22, -44.31, -6.19, 0.81, -45.11, -36.06, -9.05, -8.26, SPS, 10
215.07, 39.31338500977, -77.03656005859, 2.40, -43.83, -6.94, 1.25, -43.32, -35.99, -8.02, -7.83, SPS, 10
215.27, 39.31338882446, -77.03656005859, 2.38, -42.90, -7.13, 1.38, -43.66, -36.06, -6.11, -6.85, SPS, 10
215.42, 39.31339263916, -77.03656768799, 2.38, -43.28, -7.25, 1.56, -42.22, -36.06, -6.16, -6.69, SPS, 10
215.63, 39.31339645386, -77.03656768799, 2.40, -42.71, -7.44, 1.63, -43.19, -36.06, -7.13, -6.89, SPS, 10
215.83, 39.31340026855, -77.03657531738, 2.33, -43.61, -7.69, 1.81, -43.68, -36.06, -7.62, -7.55, SPS, 10
216.04, 39.31340408325, -77.03658294678, 2.40, -43.81, -8.38, 2.56, -43.85, -36.06, -7.79, -7.75, SPS, 10
216.24, 39.31340789795, -77.03658294678, 2.45, -44.38, -9.25, 2.81, -44.66, -36.12, -8.54, -8.26, SPS, 10
216.44, 39.31341171265, -77.03659057617, 2.47, -44.97, -10.06, 3.38, -45.10, -36.12, -8.98, -8.85, SPS, 10
216.65, 39.31341552734, -77.03659820557, 2.35, -44.97, -10.75, 3.75, -44.71, -36.18, -8.59, -8.79, SPS, 10
216.85, 39.31341934204, -77.03659820557, 2.26, -43.98, -11.50, 3.94, -43.07, -36.18, -6.89, -7.80, SPS, 10
217.06, 39.31341934204, -77.03659820557, 2.10, -43.08, -12.19, 4.13, -42.61, -36.24, -6.43, -6.83, SPS, 10
217.26, 39.31341934204, -77.03659820557, 2.09, -44.63, -12.44, 4.44, -44.71, -36.24, -8.47, -8.39, SPS, 10
217.46, 39.31342315674, -77.03660583496, 1.87, -44.63, -12.56, 4.63, -43.61, -36.24, -8.47, -8.39, SPS, 10
217.67, 39.31342697144, -77.03660583496, 1.58, -44.69, -12.75, 4.56, -43.00, -36.31, -8.47, -8.39, SPS, 10
217.87, 39.31342697144, -77.03660583496, 1.42, -44.88, -12.75, 4.56, -43.45, -36.49, -8.47, -8.39, SPS, 10
218.08, 39.31343078613, -77.03661346436, 1.19, -45.19, -12.81, 4.56, -45.58, -36.81, -8.47, -8.39, SPS, 10
218.28, 39.31343078613, -77.03661346436, 0.75, -45.57, -12.56, 4.25, -41.60, -37.18, -8.47, -8.39, SPS, 10
218.48, 39.31343078613, -77.03661346436, 0.79, -46.13, -10.81, 3.75, -38.33, -37.74, -8.47, -8.39, SPS, 10
218.69, 39.31343460083, -77.03661346436, 0.84, -46.82, -9.88, 3.25, -41.87, -38.43, -8.47, -8.39, SPS, 10
